cellID	f_l1_College & University	f_l1_Food	f_l1_Residence	f_l1_Travel & Transport	f_l1_Outdoors & Recreation	f_l1_Arts & Entertainment	f_l1_Shop & Service	f_l1_Nightlife Spot	f_l1_Professional & Other Places	f_l1_Event	t_predominant
2545	0	0	3	0	3	0	4	4	0	0	Other
4939	2	0	2	0	0	1	2	0	2	0	Residential
2845	0	5	2	0	0	0	9	0	4	0	Mixed
4135	0	0	0	0	2	0	1	0	0	0	OpenSpace
557	0	5	1	0	0	1	4	1	3	0	Commercial
1094	0	9	1	2	0	2	8	0	1	0	Residential
2198	0	5	3	0	1	0	1	0	6	0	Residential
537	0	0	0	5	0	0	1	0	4	0	Other
3132	0	6	0	7	0	0	2	2	8	1	Commercial
4899	0	1	1	1	2	0	3	0	3	0	Residential
5364	0	4	0	0	2	1	1	0	1	0	Residential
1381	1	0	1	0	2	0	0	0	0	0	Mixed
3395	0	0	0	1	0	0	0	0	0	0	Residential
2706	0	0	1	1	2	0	0	0	0	0	OpenSpace
5009	0	2	0	0	1	0	0	0	2	0	Other
1633	0	1	7	0	0	2	5	0	5	0	Other
2518	0	0	16	0	1	0	1	0	0	0	Residential
5766	0	1	1	1	1	0	1	0	0	0	Other
4495	0	0	0	0	0	0	0	1	0	0	Residential
3061	0	0	2	0	0	1	2	0	0	0	Residential
5951	0	0	0	0	1	0	1	0	1	0	Residential
4597	0	1	0	0	0	0	1	0	2	0	Other
6260	0	1	1	6	1	0	0	0	4	0	Mixed
1457	0	4	2	1	0	0	4	1	2	0	Other
3431	0	1	0	4	1	0	0	0	12	0	Other
5803	0	1	0	5	2	0	3	0	1	0	OpenSpace
1723	0	1	3	0	2	3	0	0	8	0	Other
5184	0	4	2	3	0	0	8	0	2	0	Mixed
3504	0	0	0	1	0	0	0	0	1	0	OpenSpace
5159	0	0	0	0	0	0	0	0	1	0	Other
1766	1	17	0	3	0	0	5	5	2	0	Mixed
1116	0	2	0	2	1	0	1	0	4	0	Transportation
2641	0	0	2	0	0	0	0	1	0	0	Residential
6317	0	0	0	0	1	0	0	0	0	0	OpenSpace
5418	0	1	0	2	2	0	0	0	1	0	OpenSpace
1542	0	0	3	3	0	1	2	1	4	0	Residential
4392	1	0	0	0	0	0	2	0	5	0	Residential
1082	0	3	0	0	2	0	5	0	3	0	Residential
4424	0	0	5	0	0	2	0	1	0	0	Residential
774	0	0	0	0	1	0	0	0	0	0	Transportation
350	0	2	1	1	3	0	3	1	10	0	Commercial
1951	1	1	3	1	0	0	1	3	7	0	Residential
2338	0	8	0	2	1	0	2	5	2	0	OpenSpace
1157	3	0	0	0	1	0	1	0	8	1	Other
836	0	7	6	2	0	0	6	0	4	0	Residential
5326	0	1	0	0	1	1	0	0	0	0	OpenSpace
2296	1	2	6	1	1	1	0	2	1	0	Residential
299	0	2	0	3	1	1	0	2	0	0	Transportation
5178	0	0	2	0	1	0	1	0	4	0	Other
3808	1	1	0	5	4	1	0	0	9	0	Residential
6548	0	2	0	3	1	0	10	0	0	0	Residential
3270	0	0	0	0	1	0	0	0	0	0	OpenSpace
822	0	9	0	3	1	2	5	3	0	0	Mixed
1117	0	0	0	0	0	0	0	0	1	0	Other
1732	1	1	4	0	2	0	1	0	11	0	Mixed
740	0	8	0	1	0	2	9	0	2	0	Mixed
4488	0	1	0	0	1	0	2	0	2	0	OpenSpace
5683	0	0	0	3	0	0	1	0	0	0	Residential
5800	0	0	0	1	0	0	1	0	1	0	OpenSpace
3146	0	1	1	1	1	3	6	0	7	0	Commercial
6513	0	0	0	0	0	0	0	0	1	0	Other
5485	0	1	0	0	0	1	2	0	1	0	Mixed
5072	5	6	1	6	0	0	4	1	4	0	Other
2179	0	3	1	2	1	0	6	3	5	0	Mixed
3029	0	3	1	2	0	0	13	0	9	0	Commercial
845	0	1	0	5	1	4	1	0	2	0	Commercial
3994	0	0	0	0	2	0	0	0	0	0	OpenSpace
842	0	0	0	6	1	1	1	2	10	0	Other
4724	0	15	2	4	2	1	12	0	3	0	Mixed
4644	0	0	0	1	2	0	0	0	1	0	Other
2653	1	4	0	5	2	1	4	1	1	0	Residential
3991	0	0	0	0	0	0	0	0	2	0	OpenSpace
2424	0	1	0	2	0	0	2	0	4	0	Residential
3269	0	0	0	1	1	1	0	0	0	0	OpenSpace
4130	0	0	3	1	1	0	0	0	0	0	OpenSpace
1673	1	7	4	2	2	2	6	0	5	0	Mixed
4025	0	1	0	0	1	0	0	0	0	0	Residential
1173	0	7	4	2	3	0	10	2	1	0	Mixed
739	0	13	0	2	1	0	11	7	1	0	Mixed
1751	0	5	2	0	0	8	7	0	0	0	Mixed
2980	0	0	1	0	0	0	0	0	0	0	Residential
2222	0	0	3	2	1	1	1	0	2	0	Other
2352	0	2	10	1	1	0	3	1	1	0	Residential
2645	0	1	0	2	0	0	0	0	2	0	Other
2203	0	4	1	0	0	0	9	0	1	0	Mixed
1952	0	3	4	2	1	0	8	1	0	0	Mixed
4715	0	2	0	0	0	1	7	0	0	0	Commercial
6188	0	0	0	0	1	0	0	0	0	0	OpenSpace
2425	0	0	0	0	0	0	0	0	1	0	Residential
5401	0	2	3	1	0	0	0	0	1	0	Residential
6549	0	3	0	0	0	0	10	0	1	0	Commercial
5599	0	0	0	0	1	0	0	0	1	0	Mixed
6516	0	0	0	0	2	0	0	0	0	0	OpenSpace
1078	1	2	2	2	1	1	1	0	7	0	Residential
806	0	5	1	0	0	2	9	0	9	0	Other
2513	0	4	6	1	0	2	7	1	5	0	Residential
4956	0	2	1	0	0	0	3	0	2	0	Residential
3272	0	1	0	1	3	0	0	0	0	0	OpenSpace
5346	0	1	1	0	0	0	2	0	1	0	Residential
1890	0	11	0	2	4	4	8	4	2	0	Commercial
5290	0	4	2	0	1	0	0	0	0	0	Residential
5398	1	5	6	0	0	2	6	0	3	0	Residential
4186	0	0	0	0	3	0	0	0	1	0	OpenSpace
1344	0	1	0	1	1	0	12	0	8	0	Commercial
2089	4	2	0	2	1	0	6	1	5	0	Mixed
6184	0	0	0	0	1	1	0	0	0	0	OpenSpace
1580	0	2	0	0	1	4	7	2	1	0	OpenSpace
5765	0	3	0	2	0	0	4	0	0	0	Residential
4405	0	0	0	0	0	1	0	0	1	0	Other
6062	0	0	0	0	0	0	0	0	1	0	Other
2154	2	9	1	2	1	0	5	2	4	0	Other
5348	0	1	3	1	1	0	0	0	3	0	Residential
1283	0	8	2	3	0	1	9	1	7	0	Residential
4314	0	4	4	1	0	1	2	2	0	0	Residential
1623	0	14	1	3	1	9	4	3	0	1	Commercial
658	0	10	3	1	0	0	2	4	2	0	OpenSpace
4630	0	2	0	1	2	0	3	0	1	0	Residential
1961	0	11	1	2	1	0	7	0	8	0	Commercial
5851	0	1	0	0	0	0	0	0	0	0	OpenSpace
5309	0	0	0	0	0	2	0	0	1	0	Other
2888	0	0	2	0	0	1	0	0	0	0	Mixed
4150	0	0	5	0	0	0	0	0	0	0	Residential
5283	0	0	1	0	2	2	0	0	0	0	OpenSpace
3408	16	18	1	2	1	1	0	0	0	0	Other
1674	1	0	1	0	1	3	4	0	1	0	Other
969	0	0	0	0	0	0	1	0	4	0	Other
4802	0	11	3	4	1	0	12	3	3	0	Mixed
3218	0	0	1	0	1	0	0	0	0	0	Residential
1109	0	4	2	7	2	1	3	5	2	0	Commercial
1426	0	1	4	0	0	0	3	0	9	0	Residential
1261	2	0	2	0	1	1	3	1	5	0	Mixed
1634	0	2	0	4	1	1	1	0	10	0	Other
734	0	2	1	0	0	1	0	1	4	0	Residential
1373	0	0	4	0	3	1	1	0	1	0	Mixed
1418	5	9	1	2	0	0	7	2	2	0	Other
6265	0	0	1	0	0	0	2	0	0	0	Residential
3604	0	6	5	2	0	1	6	1	6	0	Residential
2595	0	0	2	0	1	0	1	0	0	0	OpenSpace
5029	0	0	2	0	0	0	2	0	1	0	Other
153	0	0	0	1	0	0	0	0	1	0	OpenSpace
5818	0	0	3	1	0	1	0	0	1	0	Residential
2260	2	6	4	1	1	0	4	1	5	0	Mixed
5514	0	2	0	1	1	0	0	0	4	0	Mixed
6454	0	1	0	0	0	0	0	0	0	0	OpenSpace
6227	0	0	0	0	2	0	0	0	0	0	OpenSpace
3859	0	0	0	0	2	0	0	0	0	0	Transportation
1352	0	0	0	1	1	2	4	0	15	0	Commercial
4706	0	0	0	0	0	0	0	0	1	0	Residential
3887	0	9	0	3	0	0	7	0	6	0	Residential
4204	0	3	0	0	0	0	2	0	3	0	Other
5288	0	1	0	0	0	1	5	0	1	0	Residential
3000	0	0	4	7	1	0	0	1	0	0	Mixed
4268	0	0	4	1	0	1	1	1	7	0	Residential
1192	0	2	1	4	4	3	4	3	3	0	Mixed
1354	0	5	0	8	0	0	2	2	2	0	Transportation
333	1	8	0	0	0	0	1	0	14	0	Commercial
3486	1	2	3	0	1	1	8	2	3	0	Other
2409	0	1	1	1	0	1	2	0	5	0	Residential
2586	0	6	1	1	0	1	2	1	8	0	Commercial
3614	0	7	3	4	1	1	12	0	11	0	Mixed
6339	0	0	0	0	0	0	0	0	1	0	Other
2347	0	0	2	1	0	0	1	1	3	0	Residential
6468	1	0	0	0	0	0	0	0	5	0	Other
1794	0	4	0	0	1	1	10	0	13	0	Commercial
5860	0	0	0	1	0	0	0	0	0	0	OpenSpace
372	0	1	0	0	0	0	1	0	1	0	Mixed
4453	1	3	1	0	0	0	1	0	13	0	Other
2947	0	5	0	1	3	0	4	0	1	0	Residential
2251	1	2	1	3	0	0	5	0	4	0	Residential
4108	0	0	0	0	0	0	0	0	2	0	Residential
5591	0	0	0	0	0	0	0	0	1	0	Mixed
1705	0	10	0	0	0	1	6	1	9	0	Commercial
2508	0	9	3	0	1	0	6	1	1	0	Other
913	0	3	0	0	1	1	4	0	6	0	Residential
1410	0	9	1	1	0	0	7	1	3	0	Mixed
4692	0	1	1	1	0	0	0	0	2	0	Residential
3888	0	1	2	2	0	2	3	0	15	0	Other
2092	3	3	1	1	2	5	4	0	5	0	Mixed
3004	0	0	0	3	1	2	0	0	3	0	Other
3837	0	0	0	0	1	0	0	0	0	0	OpenSpace
1311	0	2	0	0	1	0	0	0	2	0	Mixed
5179	0	0	0	0	0	0	3	0	5	0	Other
2593	0	1	0	0	2	0	0	0	0	0	OpenSpace
6464	0	0	0	1	0	0	0	0	1	0	Transportation
480	0	3	1	1	1	0	5	2	3	0	Residential
3019	2	8	0	2	0	0	4	1	8	0	Commercial
2618	0	8	3	4	2	0	4	3	1	0	Mixed
5451	0	0	0	0	0	0	1	0	1	0	Residential
2907	0	4	0	2	2	0	3	0	7	0	Commercial
1717	0	3	1	1	1	2	2	5	9	0	Residential
1310	1	0	0	0	0	0	0	0	1	0	Other
2487	0	0	0	0	0	1	0	0	0	0	OpenSpace
5167	0	0	1	0	0	0	0	0	0	0	OpenSpace
2068	0	4	0	1	0	1	11	2	19	0	Commercial
4189	0	0	0	0	1	0	0	0	0	0	OpenSpace
3738	0	1	2	5	3	0	1	0	1	0	Residential
4003	0	0	0	0	1	0	0	0	0	0	OpenSpace
2880	0	0	2	0	0	0	1	0	0	0	Residential
4316	0	14	1	1	0	0	11	0	3	0	Mixed
4502	1	0	0	0	1	0	13	0	6	0	Commercial
4612	1	0	2	0	0	0	0	0	0	0	Mixed
1808	0	6	2	0	3	0	1	0	3	0	Residential
2245	1	1	1	5	1	1	1	0	12	0	OpenSpace
631	0	6	1	1	1	1	4	0	2	0	Commercial
6191	0	0	0	0	1	0	0	0	2	0	OpenSpace
4567	0	1	5	1	3	0	7	0	4	0	Residential
6528	0	6	0	1	0	0	4	0	2	0	Commercial
3385	0	0	1	1	2	0	0	0	0	0	OpenSpace
528	0	1	4	0	2	10	1	1	1	0	Mixed
2512	0	13	5	2	0	0	9	0	3	0	Mixed
1420	1	5	1	2	0	0	9	0	2	0	Mixed
4967	0	0	3	0	1	0	2	1	1	0	Residential
2483	0	3	1	2	1	1	5	1	3	0	Commercial
2148	0	1	4	0	0	0	6	0	4	0	Residential
1327	1	2	0	1	2	0	10	0	20	0	Commercial
2813	0	1	0	0	1	0	0	0	1	0	OpenSpace
97	0	4	7	1	5	0	1	0	1	0	Mixed
2390	0	0	1	7	3	1	0	0	10	0	OpenSpace
1963	1	3	0	0	0	0	3	1	13	0	Commercial
4251	0	1	6	1	2	0	1	0	4	0	Residential
4319	0	0	0	0	1	0	1	0	2	0	Residential
3124	1	2	2	2	2	0	0	0	9	0	Other
4828	0	7	1	0	0	0	2	1	4	0	Mixed
5057	0	0	0	1	1	0	2	0	2	0	Residential
2821	0	0	0	0	2	0	0	0	0	0	OpenSpace
2670	7	1	2	9	0	0	1	0	2	0	Other
643	2	4	0	3	0	1	2	0	10	0	Commercial
1341	1	0	2	0	1	0	4	1	0	0	Residential
199	0	0	0	0	0	0	0	0	1	0	Other
1731	0	0	0	0	1	2	2	1	4	0	Mixed
5801	0	0	0	1	0	0	0	0	1	0	OpenSpace
438	0	2	1	0	2	3	2	1	8	0	Residential
2836	0	0	3	0	1	2	2	0	4	0	Residential
645	3	3	0	1	1	2	4	1	3	0	Transportation
358	0	0	0	1	2	1	0	0	3	0	Other
2952	1	0	3	0	2	0	0	0	2	0	Residential
3290	0	1	2	0	0	1	0	0	1	0	Residential
2945	1	0	1	0	0	0	0	0	0	0	Residential
1669	0	1	0	2	2	1	3	1	1	0	OpenSpace
380	0	0	0	1	1	2	1	0	0	0	Mixed
3677	0	0	0	1	0	0	0	0	1	0	Other
802	1	4	1	2	3	0	3	0	1	0	Mixed
5490	0	0	1	0	0	0	0	0	0	0	Other
2587	1	9	0	0	1	16	1	1	6	0	Other
5054	0	1	1	0	2	0	0	0	0	0	OpenSpace
2620	1	3	1	1	1	1	3	0	4	0	Mixed
878	1	1	2	0	1	0	0	1	4	0	Commercial
6512	0	0	0	0	0	0	0	0	2	0	Other
2622	1	10	3	0	2	1	9	1	2	0	Mixed
5988	0	0	1	1	0	0	0	0	0	0	Residential
4298	0	1	0	0	1	1	1	0	1	0	Other
3444	0	8	0	1	1	0	11	0	6	0	Mixed
5199	0	0	1	1	0	0	0	0	0	0	Residential
6050	0	0	0	3	1	0	0	0	0	0	Other
1009	0	0	7	2	2	3	3	1	2	0	Residential
2904	0	1	0	1	2	0	3	0	12	0	Commercial
5476	0	0	0	1	2	0	1	0	1	0	Residential
4606	0	0	0	0	0	1	0	0	1	0	Residential
4419	0	0	0	0	0	0	1	0	1	0	Residential
4568	0	10	5	1	2	0	7	2	2	0	Mixed
6237	0	0	0	0	1	1	0	0	1	0	OpenSpace
901	0	10	0	3	0	1	7	2	0	0	Mixed
4267	0	0	3	2	1	0	0	0	6	0	Residential
3648	0	0	0	0	2	0	0	0	0	0	OpenSpace
4860	4	3	0	0	2	0	1	0	2	0	Other
3231	0	0	0	1	1	0	0	0	0	0	Residential
2500	1	0	9	0	1	0	2	2	1	0	Residential
3528	1	1	0	1	1	2	2	0	5	0	Residential
2168	3	5	0	3	1	0	4	0	6	0	Other
670	0	13	5	2	1	1	6	0	2	0	Residential
1998	1	0	0	2	1	5	0	0	2	0	Other
2567	0	4	2	1	0	0	2	1	8	0	Residential
4390	0	4	2	0	1	0	3	0	1	0	Mixed
2665	0	0	3	1	1	0	0	4	1	0	Mixed
1012	4	1	0	15	0	1	0	0	4	0	Other
714	3	4	2	0	1	0	1	0	8	0	Commercial
715	5	8	3	1	3	1	7	0	7	0	Mixed
5553	0	0	2	0	0	0	0	0	2	0	Other
5013	0	1	5	0	0	0	0	1	5	0	Residential
2750	0	0	0	4	0	1	0	0	0	0	OpenSpace
2544	0	0	3	0	2	1	0	0	0	0	Residential
4681	0	3	0	2	0	0	4	0	5	0	Mixed
1010	0	2	6	11	1	3	5	2	6	0	Residential
4869	0	0	2	0	0	0	0	0	0	0	Other
5717	0	2	2	0	0	1	12	0	7	0	Other
1813	13	1	2	0	2	1	0	0	0	0	Other
2200	0	5	3	5	2	0	7	0	3	0	Mixed
856	0	1	0	4	1	3	1	0	0	1	Transportation
5151	0	0	0	0	0	0	1	0	1	0	Other
4159	0	9	2	4	0	0	7	4	0	0	Mixed
536	0	0	0	1	0	1	0	0	0	0	Other
5430	0	0	0	0	2	1	0	0	1	0	Other
5878	0	0	1	0	0	1	0	0	0	0	Residential
241	0	0	0	1	0	0	0	0	0	0	Transportation
4471	0	5	4	3	1	0	4	1	4	0	Mixed
4530	0	0	3	0	0	0	0	0	2	0	Residential
2553	0	0	0	0	1	0	1	2	0	0	Mixed
4743	0	1	1	1	0	0	0	0	0	0	Residential
1921	0	0	0	0	1	0	0	0	1	0	OpenSpace
3279	0	1	0	0	1	1	0	0	0	0	OpenSpace
4076	0	0	2	2	1	0	0	0	12	0	Residential
1226	0	3	1	0	0	0	0	0	1	0	Mixed
2870	1	1	1	0	0	0	0	0	2	0	Residential
5140	0	0	0	0	0	0	0	0	1	0	OpenSpace
3749	2	0	0	0	0	0	0	0	0	0	Residential
4627	0	0	1	0	0	1	1	0	2	0	Residential
4615	0	2	0	0	0	1	8	0	0	0	Residential
2767	0	1	7	3	3	0	4	0	2	0	Residential
5865	0	0	0	1	0	0	0	0	0	0	OpenSpace
5255	0	0	3	0	0	0	0	1	1	0	Residential
2514	0	0	5	0	1	1	2	0	4	0	Residential
5377	0	3	0	2	0	0	4	1	1	0	Mixed
2927	0	0	0	0	5	0	0	0	1	0	OpenSpace
2361	0	2	3	5	2	0	2	0	8	0	Residential
5285	0	0	2	0	0	0	1	0	0	0	Residential
1002	0	2	1	3	1	0	1	1	4	0	Residential
1581	0	7	0	4	1	1	5	5	0	0	Mixed
5776	0	0	0	0	2	0	0	0	1	0	Residential
6018	0	2	1	0	0	0	0	0	0	0	Residential
2951	1	0	1	0	0	0	1	0	2	0	Residential
5730	0	0	1	0	1	1	2	0	0	0	OpenSpace
1715	0	4	3	3	4	3	3	0	5	0	Commercial
1525	0	2	0	1	0	0	3	0	7	0	Commercial
3579	21	8	0	0	3	0	0	1	3	0	Other
609	0	0	0	0	0	1	1	0	1	0	Other
1984	0	5	0	3	0	4	4	0	4	0	Commercial
532	0	0	0	1	0	0	0	1	8	1	Transportation
5375	0	0	0	0	0	0	0	0	1	0	Residential
377	0	1	0	1	3	0	0	0	0	0	Commercial
5291	0	1	1	0	1	0	2	0	0	0	Mixed
279	8	0	0	0	0	2	0	2	1	0	Other
5464	2	0	3	1	0	1	1	0	2	0	Other
5017	0	8	2	3	1	3	5	2	1	0	Mixed
581	0	0	1	0	5	1	1	2	1	0	OpenSpace
2414	0	0	4	4	2	0	0	2	2	0	Residential
198	0	0	0	0	1	0	0	0	0	0	Other
1086	0	2	3	3	1	1	2	0	0	0	Residential
1296	0	0	0	1	0	0	0	0	0	0	Other
5884	1	0	2	0	1	0	2	0	0	0	Residential
6128	0	3	4	2	1	1	8	0	2	0	Mixed
4871	0	0	0	0	1	0	0	0	1	0	Residential
4352	0	1	4	1	3	0	0	0	3	0	Residential
2998	0	1	6	2	1	0	0	0	1	0	Mixed
4009	0	2	8	2	5	0	6	1	2	0	Residential
1097	0	1	2	2	1	1	3	0	2	0	Residential
172	0	0	0	0	0	0	0	0	1	0	Other
2584	0	3	0	2	1	1	10	0	12	0	Commercial
3809	0	1	1	10	3	2	0	1	4	0	OpenSpace
5724	0	2	2	2	0	1	0	0	0	0	Mixed
5781	0	0	1	1	0	0	0	0	0	0	Residential
988	4	13	0	0	1	8	3	6	2	0	Other
5043	0	0	2	1	2	1	0	1	4	0	Residential
5736	0	0	0	0	1	0	0	0	0	0	OpenSpace
2616	0	1	3	2	0	1	0	0	5	0	Residential
5128	0	2	1	1	0	0	6	0	0	0	Residential
5163	0	2	2	0	1	1	3	0	5	0	Mixed
6453	0	0	0	0	0	0	0	0	1	0	OpenSpace
4608	0	2	0	2	0	0	5	0	4	0	Other
2505	0	0	3	1	0	4	0	0	1	0	Residential
598	0	0	4	1	0	2	0	0	1	0	Residential
566	1	10	1	3	1	0	4	2	6	0	Mixed
6005	0	0	1	1	0	0	0	0	3	0	Other
5735	0	0	0	0	1	0	0	0	0	0	OpenSpace
219	0	2	0	4	0	1	1	0	5	0	Commercial
3042	1	1	0	0	1	1	0	0	1	0	OpenSpace
5295	0	1	1	0	1	0	2	0	2	0	Mixed
5064	0	3	2	0	0	2	4	0	4	0	Mixed
4216	0	0	4	0	0	1	1	0	0	0	Residential
3734	0	0	0	0	3	0	0	0	0	0	OpenSpace
2270	0	9	0	3	3	0	10	2	10	0	Commercial
1761	0	3	3	3	1	8	3	1	6	0	Other
4383	0	1	0	2	2	0	2	0	3	0	Residential
3727	0	0	0	1	1	0	0	0	0	0	OpenSpace
3588	0	0	1	0	0	0	0	0	0	0	Residential
6141	0	1	0	0	0	0	0	0	0	0	OpenSpace
1895	0	15	2	1	2	2	10	1	6	0	Mixed
4827	0	3	2	0	0	0	3	0	4	0	Mixed
2045	0	18	0	4	0	2	12	2	6	1	Mixed
6089	0	0	0	0	1	0	0	0	0	0	OpenSpace
4856	0	2	2	0	0	0	0	1	0	0	Residential
328	0	4	0	2	0	0	0	0	0	0	Transportation
2105	0	1	3	4	1	2	6	1	5	0	Mixed
2700	0	5	0	3	0	0	0	3	10	0	Mixed
2262	0	3	1	6	1	1	3	0	12	0	Other
918	1	1	1	3	0	3	2	0	4	0	Residential
2794	0	3	0	2	0	0	0	1	18	0	Commercial
3739	0	0	9	1	0	1	0	2	2	0	Residential
679	0	11	2	3	1	3	3	1	2	0	Residential
647	0	3	3	1	1	0	1	2	10	0	Residential
4074	0	5	4	2	0	1	17	0	7	0	Residential
5374	0	0	0	0	0	0	2	0	0	0	Residential
311	0	0	0	0	2	4	1	0	1	0	Transportation
5069	0	1	1	1	0	0	5	0	2	0	Mixed
6166	0	0	0	0	1	0	0	0	0	0	Other
2900	0	0	2	6	1	0	6	0	1	0	Other
4388	0	0	3	1	0	0	5	0	0	0	Residential
5088	0	0	2	0	4	0	1	0	2	0	Residential
2597	0	1	0	0	2	1	0	0	3	0	OpenSpace
2440	0	2	1	1	7	2	2	1	0	0	OpenSpace
1152	0	5	0	1	0	0	17	0	12	0	Commercial
1748	2	0	2	1	2	2	1	0	5	0	Other
2233	0	1	1	0	2	2	2	0	2	0	Residential
3069	0	1	3	0	3	1	0	2	4	0	Other
5077	0	0	2	0	0	0	3	1	1	0	Other
971	0	2	0	6	1	0	3	0	11	0	Commercial
2632	0	0	0	0	1	0	0	0	0	0	OpenSpace
2804	1	8	0	2	3	0	6	0	8	0	Commercial
3466	0	0	0	0	3	0	0	0	1	0	OpenSpace
5078	1	0	6	0	0	1	0	0	1	0	Residential
1497	0	10	1	0	0	0	19	0	1	0	Mixed
693	0	0	0	0	2	1	0	0	0	0	Other
5158	0	0	1	0	0	0	0	0	0	0	Mixed
5100	0	0	0	0	3	0	2	0	0	0	Residential
3722	0	0	0	0	0	0	0	0	1	0	OpenSpace
4463	0	1	5	1	2	0	10	5	2	0	Residential
1857	2	7	0	1	0	1	1	1	2	0	Other
4394	0	1	0	1	0	0	0	0	0	0	Residential
2539	0	7	1	0	0	2	1	0	4	0	Mixed
2926	0	0	0	0	2	3	1	0	0	0	OpenSpace
3544	0	1	0	1	1	2	0	0	1	0	OpenSpace
2368	1	7	0	1	0	0	14	0	4	0	Commercial
997	1	10	2	2	2	1	14	2	7	0	Residential
6305	0	6	1	0	1	0	2	0	4	0	OpenSpace
1810	0	12	1	3	0	2	8	1	3	0	Residential
595	0	3	0	1	0	0	5	0	3	0	Residential
247	0	0	0	0	4	1	0	0	0	0	Transportation
5491	0	1	1	1	0	0	0	0	0	0	Other
3477	0	1	0	2	2	0	0	0	0	0	OpenSpace
1061	0	4	0	0	0	0	1	0	10	0	Other
1704	0	9	0	1	0	0	3	0	14	0	Commercial
1683	0	5	1	2	1	1	9	0	11	0	Commercial
2476	0	1	0	1	0	0	6	1	5	0	Commercial
5456	0	3	1	0	2	0	0	0	0	0	Residential
1883	0	6	0	0	4	0	7	1	8	0	Commercial
1948	0	8	0	1	0	1	12	1	3	0	Mixed
2109	0	0	4	1	1	2	1	0	2	0	Residential
6207	0	0	0	0	0	0	0	2	2	0	Other
6460	0	0	0	0	0	0	0	0	2	0	Transportation
573	1	4	0	0	1	1	2	1	20	0	Commercial
2655	0	1	4	0	1	0	1	1	3	0	Other
1134	0	0	0	0	0	0	0	0	1	0	Transportation
6532	0	0	0	0	0	0	0	0	1	0	Other
3858	0	0	1	2	1	0	0	0	0	0	Transportation
1649	0	0	0	1	3	0	0	0	0	0	OpenSpace
5118	0	0	0	0	0	0	0	0	2	0	Other
5687	0	0	0	1	0	1	0	0	1	0	Residential
2458	0	1	3	1	1	0	10	2	7	0	Residential
1246	19	5	1	0	4	2	0	0	1	0	Other
639	0	0	0	1	0	1	2	0	8	0	Commercial
1788	0	4	1	5	0	0	5	3	2	0	Commercial
1353	0	0	0	1	1	0	7	1	6	0	Other
2272	0	10	0	1	0	0	3	1	5	0	Commercial
5795	0	0	0	1	0	0	0	0	0	0	OpenSpace
905	1	4	4	1	0	2	9	1	0	0	Mixed
2781	5	4	0	5	0	0	1	1	10	0	Other
846	0	0	0	2	1	1	0	0	1	0	OpenSpace
2739	0	0	3	0	1	1	1	0	2	0	Residential
3215	0	0	0	1	3	0	0	0	0	0	OpenSpace
2275	0	4	0	3	0	0	1	1	12	0	Commercial
6091	0	0	0	0	0	0	0	0	2	0	OpenSpace
3499	7	1	0	0	0	0	0	1	7	0	Other
5383	0	0	3	0	0	0	1	0	0	0	Mixed
6103	0	0	0	0	0	0	0	0	2	0	Residential
3082	0	0	0	0	1	0	0	0	0	0	OpenSpace
4490	0	0	0	1	0	0	0	0	2	0	Other
6092	0	0	0	1	0	0	0	0	1	0	OpenSpace
3900	0	1	0	5	0	2	0	0	3	0	OpenSpace
2202	0	3	1	1	3	1	11	0	1	0	Other
4661	0	1	0	1	1	1	0	0	2	0	Residential
563	0	3	1	1	2	3	3	1	10	0	Mixed
2847	0	0	3	0	0	2	3	0	3	0	Residential
4194	0	1	3	1	0	0	3	0	1	0	Other
3471	0	0	0	0	1	0	0	0	0	0	OpenSpace
3851	0	0	0	1	1	0	1	0	2	0	Transportation
1087	1	8	4	4	1	1	7	2	2	0	Mixed
735	0	8	1	0	0	0	4	1	7	0	Residential
206	0	1	0	0	0	0	0	0	0	0	OpenSpace
5957	0	6	0	0	0	0	5	0	1	0	Commercial
4889	0	0	4	0	4	2	2	1	1	0	Residential
2301	0	11	0	1	0	0	4	5	0	0	Mixed
3737	0	0	0	1	1	0	0	0	0	0	OpenSpace
5081	0	3	4	7	0	1	0	0	5	0	Transportation
3870	0	0	3	0	2	0	1	0	2	0	Residential
4368	1	0	2	1	0	1	1	1	8	0	Residential
3379	0	1	0	0	1	0	0	0	0	0	OpenSpace
2889	1	0	3	2	3	1	0	0	0	0	OpenSpace
1986	0	6	0	0	2	2	2	2	8	0	Commercial
1322	0	12	0	1	2	1	10	0	1	0	Mixed
3360	0	0	2	7	0	1	1	1	13	0	Residential
2282	0	0	2	4	1	1	1	0	13	0	Residential
2890	3	0	1	0	0	0	0	0	3	0	Other
4470	0	8	3	1	3	0	10	1	4	0	Mixed
5641	0	0	0	0	1	0	0	0	0	0	OpenSpace
384	0	0	0	0	0	0	0	0	1	0	Transportation
4350	0	18	1	0	2	0	13	0	2	0	Mixed
4948	1	3	5	3	1	1	5	0	0	0	Residential
1419	7	7	2	1	0	0	5	0	4	0	Residential
3276	0	0	0	0	0	0	0	0	1	0	OpenSpace
2123	1	1	0	1	0	0	0	0	4	0	Other
5858	0	0	0	0	1	0	0	0	0	0	OpenSpace
300	0	0	0	8	1	2	0	0	1	0	Transportation
4697	0	0	4	0	1	0	0	1	1	0	Residential
6070	0	5	2	0	0	0	4	0	2	0	Residential
5981	0	0	0	2	0	0	0	1	0	0	Other
