cellID	f_l1_College & University	f_l1_Food	f_l1_Residence	f_l1_Travel & Transport	f_l1_Outdoors & Recreation	f_l1_Arts & Entertainment	f_l1_Shop & Service	f_l1_Nightlife Spot	f_l1_Professional & Other Places	f_l1_Event	t_predominant
2231	0	5	1	1	2	1	5	2	0	0	Other
3660	0	0	2	0	0	0	0	0	3	0	Other
4987	0	0	1	0	1	0	0	0	2	0	Mixed
3740	0	2	7	0	1	0	1	0	3	0	Residential
5372	0	2	3	0	0	1	3	0	1	0	Residential
2098	0	6	2	0	2	5	16	0	2	0	Residential
1528	0	9	0	5	1	0	8	2	9	0	Commercial
6559	0	0	0	0	2	0	0	0	0	0	OpenSpace
3210	0	0	0	0	1	0	0	0	0	0	OpenSpace
1160	12	4	0	0	5	5	2	0	2	1	OpenSpace
1600	0	15	0	0	1	0	4	2	9	0	Commercial
4273	1	0	0	1	0	0	1	0	8	0	Other
1937	1	8	1	2	3	2	7	4	1	0	Mixed
1824	0	0	5	0	0	0	0	1	2	0	Residential
1077	6	2	3	2	3	1	0	0	6	0	OpenSpace
525	0	2	3	1	3	1	2	1	3	0	Other
270	0	3	0	5	5	1	0	4	6	0	Other
455	0	0	0	4	0	4	1	0	4	0	Transportation
1864	1	3	2	0	1	0	1	4	2	0	Commercial
1267	0	2	0	2	3	4	4	3	12	0	Other
556	0	10	2	0	3	0	8	1	15	0	Commercial
2674	0	4	3	5	3	0	3	6	9	0	Mixed
991	0	11	2	3	0	0	12	2	4	0	Commercial
3362	1	3	2	0	1	2	15	0	4	0	Residential
5217	0	0	3	3	0	0	0	0	1	0	Residential
4452	0	1	0	0	0	0	0	0	7	0	Other
5443	0	2	0	0	0	0	2	0	0	0	Residential
1703	1	2	0	0	1	1	10	0	11	0	Commercial
2719	0	0	1	0	2	11	0	1	1	0	Other
6316	0	0	0	0	3	0	0	0	0	0	OpenSpace
2254	0	17	2	0	0	1	8	1	0	0	Mixed
4881	0	0	0	0	0	0	0	0	0	1	Residential
4965	3	1	0	0	0	0	0	0	1	0	Other
2654	0	4	3	0	3	1	2	0	4	0	Residential
3627	3	0	0	0	0	1	1	0	4	0	Residential
150	0	0	0	0	0	0	0	1	0	0	Other
170	0	1	3	1	3	0	0	0	2	0	Other
1026	0	0	0	0	0	1	1	0	1	0	Transportation
5949	0	1	1	0	0	0	3	0	0	0	Residential
1015	0	2	4	3	3	0	0	1	7	0	Transportation
3766	0	1	1	1	1	1	0	0	0	0	Transportation
4593	0	0	1	0	0	1	1	0	1	0	Residential
4385	0	5	2	0	0	0	1	1	1	0	Residential
3123	3	1	1	2	2	0	0	0	7	0	Other
5396	0	0	0	0	0	0	4	0	5	0	Other
1162	1	0	2	0	0	0	4	1	2	0	Residential
5359	0	8	0	6	1	0	5	1	5	0	Residential
5929	0	2	0	1	1	0	0	0	0	0	Other
1548	0	2	1	0	0	1	2	1	10	0	Commercial
4684	0	9	3	1	0	0	11	3	1	0	OpenSpace
5585	0	4	0	3	0	0	2	1	2	0	Commercial
1464	3	0	0	1	2	0	0	0	1	0	Other
4671	0	0	1	0	0	0	2	0	1	0	Residential
5079	0	3	5	3	1	0	5	0	2	0	Residential
616	0	0	0	2	0	0	0	1	1	0	Transportation
4642	0	0	2	0	0	0	0	0	1	0	Residential
3237	0	0	4	7	1	0	2	1	4	0	Residential
6034	0	0	0	0	1	0	0	0	0	0	OpenSpace
6100	0	0	0	1	2	0	4	0	0	0	Other
5227	0	0	0	1	1	0	0	0	3	0	Other
5661	0	4	0	1	0	0	0	1	4	0	Transportation
4791	0	2	13	0	0	1	2	3	4	0	Residential
2840	1	6	1	3	2	0	4	0	2	0	Other
4411	1	4	0	3	2	0	1	1	0	0	Residential
4147	1	2	1	3	1	0	0	0	3	0	Residential
3546	0	2	0	0	1	8	0	0	0	0	OpenSpace
4752	0	1	0	0	0	0	1	0	8	0	Other
5122	1	2	0	1	2	0	3	0	2	0	Residential
1804	0	6	2	1	1	2	3	2	1	0	Residential
4928	0	6	0	0	1	0	3	2	3	0	Commercial
4355	0	3	3	7	2	0	7	1	2	0	Mixed
2335	0	2	5	1	1	1	2	6	3	0	Residential
4723	1	0	0	1	0	0	0	0	2	0	Other
5507	0	1	0	0	0	0	3	0	0	0	Residential
5022	0	0	0	0	0	0	0	0	2	0	Other
4704	0	0	2	0	0	0	1	0	3	0	Residential
42	0	0	0	0	1	1	0	0	1	0	Other
894	0	5	0	0	2	1	18	0	4	0	Mixed
2265	0	4	1	2	0	0	3	0	10	0	Commercial
3478	0	1	1	4	3	0	1	0	2	0	OpenSpace
5790	0	0	0	0	0	0	0	0	1	0	Residential
3100	0	0	0	1	0	0	0	0	0	0	Residential
5358	8	2	1	4	2	0	6	1	2	0	Other
3312	0	1	0	1	2	0	0	1	3	0	OpenSpace
5783	0	0	0	1	0	0	0	0	0	0	Residential
1338	1	1	0	0	0	1	4	0	5	0	Residential
5360	0	1	0	2	1	1	4	0	2	0	Residential
1776	0	6	0	0	2	2	4	0	17	0	Commercial
4536	0	0	0	0	1	0	0	0	0	0	OpenSpace
6148	0	0	0	0	0	0	0	0	1	0	OpenSpace
5235	0	1	1	0	1	0	1	0	4	0	Residential
2345	1	1	0	0	0	0	2	0	8	0	Other
4907	0	0	0	0	0	0	2	0	1	0	Residential
6222	0	0	0	0	2	0	0	0	0	0	OpenSpace
3333	0	0	0	0	0	0	0	1	0	0	Transportation
1416	1	5	1	0	1	4	13	0	1	0	Mixed
1763	0	5	1	1	1	13	7	4	2	0	Mixed
5663	0	1	0	2	0	0	2	0	3	0	Residential
3074	0	11	1	2	4	1	13	5	2	0	Residential
3034	1	1	0	0	0	0	2	2	2	0	Commercial
368	1	0	2	0	0	5	2	1	9	0	Residential
5845	0	0	0	0	1	0	0	0	0	0	OpenSpace
129	0	8	0	0	5	3	5	0	5	1	Other
766	0	3	0	1	0	0	1	0	0	0	Other
1527	0	19	0	12	1	1	9	3	8	0	Commercial
4746	0	4	1	0	1	0	1	0	0	0	Commercial
6263	0	0	1	0	0	0	0	0	0	0	OpenSpace
5602	0	0	0	0	0	0	1	0	0	0	OpenSpace
423	0	7	1	3	1	0	8	0	3	0	Mixed
1378	0	1	0	0	0	0	0	0	0	0	Transportation
2257	0	6	1	1	0	0	1	0	10	0	Residential
560	0	3	1	0	1	0	5	0	10	0	Commercial
4457	0	1	2	0	2	1	1	0	8	0	Residential
4160	0	0	5	1	2	0	6	0	0	0	Residential
2979	0	0	0	0	0	1	0	0	1	0	Residential
5445	0	0	0	2	0	0	1	0	2	0	Residential
1871	0	3	2	1	7	0	0	0	7	0	OpenSpace
5267	0	4	0	0	0	0	9	0	0	0	Mixed
355	0	0	2	1	1	1	1	0	2	0	Residential
1161	3	0	1	5	6	2	0	0	4	0	OpenSpace
1586	0	2	0	1	4	5	7	6	2	2	Residential
4699	0	1	4	0	0	0	2	1	2	0	Other
3612	0	3	2	0	0	1	4	0	8	0	Residential
2160	0	8	1	2	2	0	5	1	9	0	Commercial
5085	0	0	0	1	1	0	0	0	1	0	Residential
3391	0	0	2	0	1	0	1	0	1	0	Residential
1222	0	0	0	3	0	1	1	0	0	0	Other
2107	0	0	0	0	0	0	0	0	2	0	Residential
2412	0	0	7	0	0	1	1	2	0	0	Residential
498	0	2	3	3	0	1	5	0	4	0	Mixed
3106	0	0	1	0	0	0	0	0	2	0	Other
3642	0	0	0	0	1	0	0	0	0	0	OpenSpace
2797	0	2	0	0	0	0	0	1	7	0	Transportation
2088	2	6	1	3	7	1	10	2	16	0	Mixed
4589	0	0	1	0	0	0	1	0	0	0	Residential
3526	0	7	0	1	1	2	13	0	5	0	Commercial
5052	1	5	1	1	2	0	5	0	0	0	Mixed
2689	1	7	0	7	2	0	4	0	5	0	Commercial
3532	1	1	1	0	0	7	1	1	5	0	Other
5812	0	0	3	0	0	0	0	1	0	0	Residential
4534	0	0	4	0	1	0	0	0	1	0	Residential
4773	0	1	0	0	0	0	0	0	0	0	Residential
1667	0	1	4	2	1	7	6	3	0	0	Mixed
312	0	0	0	0	1	0	1	0	1	0	Transportation
6259	0	2	1	0	0	0	2	0	0	0	Residential
4484	0	2	0	0	1	3	0	1	3	0	Other
2713	0	0	0	0	1	0	0	0	0	0	OpenSpace
5415	0	0	3	0	0	0	0	0	0	0	Residential
2274	1	6	0	2	3	1	8	0	10	0	Commercial
6073	0	2	2	0	0	0	0	1	0	0	Residential
2360	1	4	0	0	0	0	5	0	9	0	Commercial
4257	0	0	6	0	0	1	2	0	2	0	Residential
4446	1	0	0	2	4	1	1	0	1	0	Residential
5115	0	2	1	0	2	0	0	0	1	0	Residential
3	0	0	0	0	0	0	1	0	0	0	Other
2503	0	0	4	3	1	0	7	0	12	0	Residential
1657	0	0	0	0	1	0	0	0	0	0	OpenSpace
4570	0	0	3	2	3	0	7	0	3	0	Mixed
2956	0	0	2	0	0	0	3	0	2	0	Mixed
2940	0	2	0	8	4	0	0	0	3	0	OpenSpace
570	0	1	1	1	0	2	6	2	5	0	Mixed
4647	0	0	0	0	0	0	0	0	1	0	OpenSpace
5952	0	2	0	0	0	0	1	0	2	0	Other
2130	0	2	0	0	1	1	2	2	2	0	Other
3365	0	0	1	1	0	1	4	1	11	0	Residential
4197	0	0	0	0	3	1	0	0	4	0	Other
1058	0	1	0	4	1	0	0	1	4	0	Other
1880	0	11	0	6	1	1	3	4	3	0	Commercial
3966	0	0	7	0	2	1	14	0	2	0	Residential
2115	0	0	0	1	0	0	0	0	0	0	OpenSpace
4931	0	0	0	0	0	1	0	1	1	0	Residential
4794	0	4	3	0	2	1	4	2	2	0	Mixed
4937	0	1	1	2	0	0	1	2	4	0	Residential
5365	0	0	2	0	0	0	0	0	0	0	Residential
4859	0	2	0	1	1	0	1	0	8	0	Other
3701	0	0	8	7	2	1	11	0	5	0	Mixed
3076	0	4	3	0	0	1	7	1	2	0	Mixed
4523	0	1	3	1	0	0	0	1	3	0	Residential
4262	0	2	1	2	2	1	13	0	4	0	Mixed
747	1	8	1	1	0	0	7	1	5	0	Mixed
1445	1	10	0	1	3	1	12	4	14	0	Other
1504	1	6	3	4	2	0	9	0	3	0	Mixed
2915	0	3	0	1	1	0	8	0	23	0	Commercial
1622	0	9	0	4	0	2	7	1	3	0	Commercial
4742	0	0	1	0	0	1	1	0	1	0	Residential
4082	1	7	0	0	0	2	4	0	5	0	Other
916	0	4	2	1	0	0	9	1	3	0	Residential
4252	0	0	4	0	0	0	7	0	13	0	Mixed
4121	0	1	0	0	0	0	0	0	0	0	Residential
4516	5	0	0	1	0	0	0	0	2	0	Other
1757	1	2	4	0	0	3	5	2	4	0	Residential
5201	0	0	0	0	2	0	0	0	0	0	OpenSpace
4652	0	0	0	1	0	0	0	0	0	0	OpenSpace
2682	0	0	5	1	1	0	2	3	7	0	Residential
1108	0	3	1	5	1	1	0	1	5	0	Residential
1954	0	3	4	2	1	1	3	0	4	0	Residential
4274	1	1	0	0	0	0	0	0	12	0	Other
3750	0	1	0	0	0	0	2	0	1	0	Mixed
3207	0	0	0	0	1	0	0	0	0	0	OpenSpace
1792	0	9	0	0	0	0	7	0	9	0	Commercial
2881	0	0	4	0	0	0	0	0	0	0	Mixed
945	0	0	0	0	1	0	0	0	0	0	Transportation
3606	0	1	3	1	4	2	3	0	2	0	Residential
3259	1	0	1	1	0	2	3	0	8	0	Mixed
2258	1	2	0	1	1	0	8	0	19	0	Commercial
3141	1	13	1	2	2	2	3	0	15	0	Commercial
1396	0	4	0	0	1	0	0	1	3	0	Mixed
5056	0	0	2	2	0	1	0	0	0	0	OpenSpace
5571	0	0	0	0	0	0	2	0	0	0	Residential
1471	0	0	1	1	1	0	0	0	0	0	Other
2331	0	0	4	3	0	2	2	1	3	0	Residential
339	0	7	0	0	0	0	10	2	7	0	Commercial
1817	0	1	0	1	1	0	1	0	3	0	Other
771	0	0	3	0	1	1	2	0	1	0	Residential
2451	0	0	1	4	0	0	0	1	2	0	Other
1730	0	3	0	1	0	0	0	0	0	0	Mixed
1001	0	1	1	0	1	2	9	1	4	0	Residential
6488	0	0	0	0	1	0	1	0	0	0	OpenSpace
2164	0	0	0	1	1	2	8	0	5	0	Commercial
263	2	2	0	2	1	0	1	0	7	0	Commercial
321	0	0	0	0	0	0	0	0	1	0	Other
5566	0	4	2	2	0	0	7	0	6	0	Other
3573	1	0	0	0	1	3	0	0	2	0	Other
5138	1	0	0	0	1	0	0	0	2	0	Other
5883	0	0	2	2	1	0	2	0	0	0	Residential
3127	0	1	0	4	1	0	0	1	4	0	OpenSpace
5435	0	0	0	0	1	0	0	0	0	0	OpenSpace
2397	0	1	3	1	1	3	17	1	3	0	Mixed
874	0	6	0	1	2	3	10	4	2	1	Commercial
2218	0	0	0	0	0	0	0	0	3	0	Transportation
4467	1	4	7	1	0	2	11	1	2	0	Mixed
2558	0	10	3	5	0	0	9	1	2	0	Mixed
4172	0	0	1	0	2	0	0	0	14	0	Residential
509	0	2	1	1	3	2	2	1	1	0	Other
5382	0	0	2	1	0	0	2	0	2	0	Mixed
943	0	0	0	1	0	0	0	0	0	0	Transportation
6130	0	1	0	7	1	0	0	0	1	0	Residential
1240	0	3	0	0	1	2	13	2	26	0	Commercial
2702	0	0	0	0	4	0	0	0	0	0	OpenSpace
3979	0	2	3	2	0	1	7	1	11	0	Residential
2250	2	6	0	4	3	0	9	2	9	0	Mixed
3911	0	0	0	0	2	0	0	0	0	0	OpenSpace
6258	0	14	2	0	0	1	7	1	7	0	Mixed
1596	0	2	0	1	1	0	3	0	7	0	Residential
5987	0	1	0	2	0	0	0	0	1	0	Residential
5772	0	0	0	0	0	0	0	0	3	0	Commercial
876	0	2	1	0	0	0	3	1	3	0	Residential
2104	0	8	1	1	1	1	16	0	0	0	Mixed
3368	0	3	0	3	7	1	0	0	2	0	OpenSpace
3794	0	4	2	4	2	1	14	0	9	0	Residential
3978	0	10	3	5	1	0	12	0	7	0	Residential
3363	0	0	1	3	0	4	18	2	6	0	Mixed
4103	0	1	2	0	0	0	0	0	1	0	Residential
5932	0	0	0	0	0	0	3	0	0	0	Commercial
3584	0	3	2	0	1	0	1	0	0	0	Residential
1359	0	2	1	2	2	2	2	0	3	0	Residential
4295	0	5	3	0	1	1	4	1	1	0	Residential
1575	0	12	3	0	0	1	4	0	2	0	Mixed
4123	0	0	0	0	1	0	0	0	1	0	Other
1931	0	6	5	0	0	1	4	0	2	0	Mixed
4051	0	0	0	1	0	1	0	0	0	0	OpenSpace
3758	0	2	0	1	1	0	5	0	3	0	Other
161	2	2	2	1	6	2	1	2	2	0	Other
3405	3	1	0	0	0	0	0	1	2	0	Residential
2815	0	0	0	1	1	0	0	0	0	0	OpenSpace
2606	0	0	2	1	0	0	0	0	1	0	Residential
4912	0	0	1	0	0	0	0	0	1	0	Other
1062	0	14	0	2	0	0	16	0	16	0	Commercial
1517	0	2	0	0	0	1	3	0	11	0	Commercial
6231	0	1	0	0	0	0	0	0	0	0	OpenSpace
5193	0	0	3	1	1	0	0	0	3	0	Mixed
2714	0	1	0	0	2	0	0	0	0	0	OpenSpace
6017	0	2	0	0	1	0	1	0	1	0	Mixed
4133	0	0	0	0	1	0	0	0	0	0	OpenSpace
5556	0	1	2	0	2	0	0	0	0	0	Residential
6358	0	0	0	0	1	0	0	0	0	0	OpenSpace
4507	0	1	2	1	0	0	2	0	2	0	Mixed
1429	1	4	0	0	0	1	1	1	14	0	Commercial
571	0	0	3	0	2	3	0	0	2	0	Transportation
3874	0	10	4	0	1	0	6	0	4	0	Commercial
5339	0	0	2	0	0	0	0	1	0	0	Other
4393	1	0	1	0	1	0	2	0	1	0	Residential
1699	1	6	0	2	0	1	10	1	10	0	Commercial
1969	1	12	0	2	2	0	7	0	1	0	Commercial
2557	0	6	3	5	0	0	4	1	5	0	Mixed
1243	3	1	2	1	0	0	6	0	3	0	Other
2676	0	3	2	1	0	0	2	4	1	0	Residential
1595	0	2	0	2	1	0	8	1	9	0	Residential
2999	0	0	4	6	0	0	0	0	3	0	Mixed
188	0	0	0	0	1	0	0	0	3	0	Transportation
3460	0	0	0	0	1	0	0	0	0	0	OpenSpace
3245	0	14	5	1	0	0	5	2	8	0	Mixed
4870	0	2	5	0	0	0	0	0	0	0	Residential
4909	0	3	1	2	0	1	3	0	8	0	Residential
3025	0	6	0	6	6	0	2	1	5	0	Commercial
597	0	0	2	0	1	1	1	1	4	0	Residential
5380	0	0	1	0	0	0	0	0	1	0	Mixed
2226	0	1	1	5	2	1	1	0	1	0	Residential
5673	0	0	0	1	1	0	0	0	3	0	Other
4885	0	0	6	3	5	0	0	0	1	0	OpenSpace
4174	0	6	1	1	1	1	5	0	4	0	Residential
1873	2	3	1	2	3	1	6	0	7	0	Commercial
4515	5	0	0	1	0	0	0	0	0	0	Other
1081	0	5	5	3	0	1	18	2	4	0	Other
683	0	0	1	5	2	4	2	3	3	0	Mixed
273	0	2	0	0	0	3	2	0	12	0	Commercial
1678	5	2	0	1	3	2	2	0	2	0	Mixed
4847	0	1	0	1	0	0	2	0	3	0	OpenSpace
2603	0	0	1	1	5	2	0	0	0	0	OpenSpace
5068	0	0	0	0	0	0	0	0	3	0	Residential
1424	17	3	1	4	4	1	7	0	9	0	Other
4838	0	0	1	1	1	0	0	0	0	0	Residential
3545	0	1	0	1	3	33	0	1	1	0	OpenSpace
2101	0	5	2	4	4	4	9	2	3	0	Commercial
3388	0	0	2	0	0	0	0	1	2	0	Residential
743	0	1	8	1	0	2	4	6	3	0	Residential
4171	0	6	2	2	1	0	2	0	18	0	Residential
2343	0	11	2	2	1	0	10	2	1	0	Mixed
1200	0	1	0	5	2	1	5	1	3	0	Commercial
3577	8	2	2	0	2	1	0	0	0	0	Other
4855	0	8	1	1	0	0	7	0	0	0	Mixed
725	0	1	0	0	2	3	2	2	26	0	Commercial
3603	0	5	3	4	0	0	8	2	4	0	Mixed
2147	0	1	6	1	1	0	2	1	7	0	Residential
3886	0	0	3	0	2	0	2	0	7	0	Residential
5487	0	0	0	0	0	0	0	1	3	0	Other
5816	0	0	2	1	0	0	4	0	2	0	Residential
1910	0	1	0	0	2	0	1	0	0	1	Mixed
2575	0	2	0	1	2	0	3	0	15	0	Commercial
844	0	0	0	4	0	1	1	0	11	0	Commercial
6233	0	0	0	1	0	0	0	0	0	0	OpenSpace
1231	0	19	0	0	0	0	9	0	5	0	Mixed
5257	0	0	1	0	2	0	1	0	1	0	Residential
3469	0	0	0	2	0	1	0	0	0	0	OpenSpace
1993	0	1	2	1	0	1	2	0	8	0	Mixed
2585	0	3	0	0	0	0	3	0	21	0	Commercial
5570	1	4	0	2	0	0	2	0	0	0	Residential
5066	1	2	0	3	3	0	3	0	1	0	Residential
287	0	0	0	2	1	0	0	0	1	0	Residential
2639	0	0	0	2	0	0	0	0	0	0	OpenSpace
3278	0	0	0	0	0	1	0	0	0	0	OpenSpace
3767	0	0	0	0	2	0	0	0	0	0	Transportation
1363	0	11	1	10	1	6	3	6	3	0	Mixed
5162	0	1	0	0	0	1	0	0	3	0	Other
2664	0	0	8	0	0	0	0	1	2	0	Mixed
5260	0	4	0	3	1	2	2	0	4	0	Other
444	0	5	0	0	0	1	10	3	6	2	Commercial
1182	0	2	5	3	0	1	2	0	0	0	Residential
5121	0	5	1	2	0	0	4	0	1	0	Residential
5263	0	0	0	0	1	0	0	0	0	0	Residential
2997	0	0	4	0	0	0	0	2	1	0	Mixed
6302	0	1	2	0	0	0	1	1	2	0	Mixed
4911	0	1	0	0	1	1	10	3	3	0	Residential
3122	1	0	0	1	1	0	0	0	1	0	Other
4426	0	2	2	0	1	0	0	0	0	0	Residential
1194	0	16	1	1	2	1	3	1	2	0	Mixed
2699	0	6	0	0	1	0	6	1	15	0	Commercial
4952	1	0	0	0	1	0	0	0	1	0	Residential
5886	0	10	0	1	1	0	6	0	1	0	Mixed
2008	0	2	3	7	0	0	1	0	3	0	Residential
5980	0	0	0	0	1	0	1	0	1	0	OpenSpace
3944	0	0	0	0	2	0	0	0	0	0	Residential
3299	0	0	0	1	1	0	1	0	3	0	Other
4072	0	0	1	1	1	0	10	0	5	0	Residential
5682	0	0	1	1	0	0	0	0	0	0	Residential
1249	1	8	2	4	0	1	2	0	6	0	Residential
3682	0	0	0	0	1	0	0	0	0	0	Transportation
2896	2	1	7	1	0	0	0	0	4	0	Mixed
4667	0	0	0	2	0	0	0	0	1	0	Other
6116	0	0	0	0	1	0	0	0	0	0	OpenSpace
1245	5	0	1	0	2	0	0	0	1	0	Other
3283	0	0	1	0	3	0	0	0	0	0	OpenSpace
5774	0	0	0	0	1	0	0	0	1	0	OpenSpace
4522	0	0	3	0	0	0	1	0	1	0	Residential
3925	0	0	1	0	0	0	0	0	0	0	Residential
4735	0	0	1	0	0	0	1	0	1	0	Residential
6538	0	0	0	0	0	0	0	0	1	0	Transportation
6194	0	0	0	0	1	0	0	0	0	0	OpenSpace
1759	0	0	1	2	2	3	2	0	1	0	OpenSpace
1696	0	2	0	3	3	3	2	1	17	0	Commercial
420	0	3	2	0	0	0	5	1	6	0	Mixed
3156	0	0	0	2	1	1	0	0	2	0	OpenSpace
1181	0	13	2	5	1	0	3	1	2	0	Residential
4113	0	1	0	0	0	1	2	0	3	0	Other
4309	3	5	2	1	0	0	0	0	0	0	Other
4690	0	1	1	2	6	0	1	1	3	0	Residential
2507	0	4	3	2	1	0	3	0	5	0	Residential
3570	2	3	1	0	0	0	5	1	4	0	Mixed
402	0	6	0	1	0	0	0	0	12	0	Commercial
1902	6	4	1	9	1	1	0	1	3	0	Other
2072	0	8	0	0	5	2	4	0	5	0	Commercial
6295	0	0	1	0	0	0	0	0	0	0	Transportation
3735	0	0	0	0	2	0	0	0	0	0	OpenSpace
1175	0	4	1	0	0	0	5	0	1	0	Residential
4047	0	0	0	0	1	0	0	0	1	0	Residential
424	1	1	2	3	1	2	0	1	1	0	Mixed
885	0	0	2	1	0	0	2	0	9	0	Other
3630	2	0	0	0	1	15	0	0	3	0	OpenSpace
2232	0	3	2	1	3	4	3	0	2	0	Residential
4166	0	0	1	2	1	0	2	0	3	0	Residential
1438	1	21	0	0	2	2	9	1	24	1	Commercial
6209	0	0	0	0	1	0	0	0	0	0	OpenSpace
4638	0	0	0	0	2	1	4	0	2	0	Residential
5261	0	5	3	2	0	1	2	0	2	0	Other
2095	0	2	1	3	1	0	3	0	1	0	Mixed
2765	0	6	3	1	5	1	8	4	5	0	Mixed
2652	0	1	4	1	2	4	3	3	1	0	Residential
2875	0	1	3	1	0	1	0	0	2	0	Residential
5024	0	0	0	2	0	0	0	0	1	0	Residential
2237	0	15	1	0	0	0	3	6	2	0	Mixed
817	0	13	0	2	4	0	6	0	3	0	Mixed
5688	0	0	0	1	0	0	0	0	0	0	Residential
2604	0	1	0	0	2	0	0	0	0	0	OpenSpace
120	2	2	3	5	3	0	1	0	2	0	Mixed
2220	0	0	2	0	2	0	1	0	2	0	Residential
1959	0	1	3	0	1	0	1	0	4	0	Residential
3236	0	0	2	5	2	0	0	1	4	0	Mixed
414	0	1	0	4	0	0	3	1	7	0	Commercial
4477	0	2	2	0	1	0	5	1	2	0	Residential
1089	0	3	4	0	3	3	3	3	5	0	Mixed
4450	2	0	0	1	0	0	0	0	1	0	Other
5272	0	0	0	0	0	0	0	0	2	0	Mixed
1524	1	4	1	1	1	0	0	1	13	0	Commercial
1413	0	8	1	5	0	3	13	3	5	0	Commercial
3253	0	4	0	0	1	1	0	0	13	0	Commercial
2289	0	3	2	0	0	9	0	0	8	0	Residential
751	2	2	1	1	2	0	2	1	12	0	Other
1156	1	1	0	0	3	2	2	0	2	0	Other
667	0	13	3	2	3	0	14	3	1	0	Residential
2548	0	2	4	4	7	1	2	2	4	0	OpenSpace
1617	0	4	1	1	0	0	12	1	10	0	Commercial
3589	0	3	0	0	0	0	0	1	0	0	Other
43	0	0	0	0	2	0	0	0	0	0	Other
2660	0	1	4	0	3	1	12	2	4	0	Residential
4823	0	0	1	0	0	0	0	0	0	0	Residential
4293	0	1	1	0	1	0	1	0	0	0	Residential
1752	1	2	2	1	0	8	4	0	5	0	Mixed
1492	0	2	1	1	0	6	14	2	7	0	Commercial
2778	0	1	0	1	1	0	3	2	4	0	Other
2132	0	3	1	4	1	4	3	0	1	0	Other
1003	0	5	4	3	1	2	8	0	0	0	Residential
2611	0	7	3	5	0	1	13	0	5	0	Other
1275	0	6	1	3	1	0	3	0	2	0	Residential
3744	0	0	0	0	1	0	0	0	0	0	OpenSpace
4505	0	1	0	1	0	0	2	0	0	0	Mixed
2313	0	0	2	2	2	0	0	0	1	0	OpenSpace
1574	0	21	0	3	0	1	15	0	2	0	Commercial
2097	1	0	5	2	0	0	3	1	3	0	Residential
4178	0	0	1	2	0	0	0	0	0	0	Residential
629	0	2	0	0	0	0	1	0	10	0	Commercial
1124	1	0	0	0	0	0	0	0	0	0	Transportation
5559	0	7	0	2	0	0	0	0	2	0	Other
1011	1	8	3	5	1	2	4	0	5	0	Other
2063	1	8	4	3	2	0	10	2	8	0	Commercial
4566	0	0	7	0	1	0	1	2	1	0	Residential
3438	0	11	0	2	1	0	2	5	1	0	Mixed
2775	0	3	5	0	2	0	1	1	2	0	Mixed
6321	0	0	0	1	0	0	0	0	0	0	OpenSpace
5362	0	1	1	0	1	0	0	0	1	0	Residential
1135	0	1	1	2	0	0	0	0	1	0	Transportation
3129	0	1	5	0	3	0	1	1	6	0	Mixed
1365	0	5	2	1	0	3	4	3	0	0	Residential
6261	0	6	2	2	1	0	5	1	3	0	OpenSpace
3920	0	3	7	5	0	1	6	0	2	0	Residential
724	0	11	0	2	2	3	3	7	3	0	Commercial
3350	0	5	0	3	1	1	1	4	5	0	Mixed
2790	0	0	3	1	0	0	2	0	4	0	Other
5046	0	0	0	0	0	0	3	1	4	0	Residential
4475	0	0	3	0	0	0	5	0	2	0	Residential
5097	0	0	0	1	0	0	3	0	2	0	Residential
2627	0	0	8	1	0	0	0	1	2	0	Residential
2041	0	13	1	0	1	0	7	3	0	0	Mixed
815	0	4	4	8	2	1	2	1	3	0	Residential
763	0	0	0	1	0	0	0	0	0	0	Other
3533	2	1	1	2	0	1	0	0	4	0	Residential
4066	0	0	4	0	0	0	3	3	0	0	Residential
510	0	6	0	6	0	0	2	1	3	0	Other
5231	0	1	1	1	0	0	0	1	2	0	Mixed
4221	0	3	1	3	0	0	1	2	2	0	Residential
608	0	0	0	1	0	1	0	0	2	0	Other
2225	0	1	1	0	2	0	0	0	1	0	Residential
212	0	7	6	3	2	1	3	2	8	0	Mixed
3145	0	0	0	2	1	2	10	0	3	0	Commercial
2393	0	2	3	5	1	1	1	1	1	0	Residential
1845	0	8	1	2	1	2	8	3	4	0	Mixed
2985	0	0	2	0	0	0	1	0	0	0	Residential
3665	15	0	1	0	0	0	0	0	0	0	Other
1819	0	0	4	0	1	1	1	0	2	0	Mixed
1229	0	20	0	0	0	2	9	3	4	0	Mixed
5474	0	0	0	0	0	0	0	0	2	0	Residential
721	0	5	1	4	4	1	3	2	10	0	Transportation
315	0	0	0	0	1	0	0	0	0	0	Transportation
2823	1	0	0	0	0	1	0	0	0	0	OpenSpace
5805	0	0	3	0	0	0	0	0	1	0	Other
3355	0	7	1	3	4	0	6	1	9	0	Commercial
5334	0	0	0	0	0	0	0	0	1	0	Other
765	0	0	0	1	1	0	0	0	1	0	Other
4842	0	3	4	0	0	1	3	1	0	0	Residential
4714	0	0	0	0	1	1	6	0	4	0	Residential
5160	0	5	1	0	0	0	2	0	3	0	Mixed
3246	0	6	2	1	0	0	11	0	4	0	Mixed
2721	0	2	3	0	2	0	3	0	2	0	Residential
5944	0	0	0	0	1	0	0	0	1	0	Other
4320	0	0	1	0	1	0	0	0	2	0	Residential
4682	0	6	4	4	1	0	3	1	1	0	Residential
